bstn,hostname,role,ip,root_ip,serialNumber,platform,model
TN-MAA-V92,TN-MAA-V92-C3-ST-CCE-E12T-S01,CCE,100.66.59.239,100.66.59.239,EC2431003739,EdgeCOS,ECS4100-12T
TS-HYD-P99,TS-HYD-P99-C3-ST-CCE-E12T-S01,CCE,100.70.63.171,100.70.63.171,EC2424004694,EdgeCOS,ECS4100-12T
KA-BGL-Y37,KA-BGL-Y37-C3-ST-CCE-E12T-S01,CCE,100.72.134.58,100.72.134.58,EC2418002125,EdgeCOS,ECS4100-12T
AP-VIZ-C30,AP-VIZ-C30-C3-ST-CCE-E12T-S01,CCE,100.71.206.226,100.71.206.226,EC2418003022,EdgeCOS,ECS4100-12T
UP-GMV-KFN,UP-GMV-KFN-B3-IW-SBS-US57-S01,SBS,100.71.133.2,100.71.133.2,21023538368YJ1003440,VRP,s5700S-28P-LI-AC
RJ-BLW-C65,RJ-BLW-C65-C3-ST-CCE-E12T-S01,CCE,100.71.250.117,100.71.250.117,EC2431003747,EdgeCOS,ECS4100-12T
MH-MUM-L95,MH-MUM-L95-C3-ST-CCE-E12T-S01,CCE,100.71.96.71,100.71.96.71,EC2428000452,EdgeCOS,ECS4100-12T
RJ-JOD-O61,RJ-JOD-O61-C3-ST-CCE-C35C-S01,CCE,100.71.93.72,100.71.93.72,FOC2712Y3SD,IOS,catwsC3560CX8tcS
UP-ROA-AFB,UP-ROA-AFB-B3-IW-ABS-US57-S01,ABS,100.72.43.50,100.72.43.50,4E2260079166,VRP,NA
HR-PPT-S40,HR-PPT-S40-C3-ST-CCE-E12T-S01,CCE,100.72.43.34,100.72.43.34,EC2422001311,EdgeCOS,ECS4100-12T
MP-JAB-X25,MP-JAB-X25-C3-ST-CCE-E12T-S01,CCE,100.127.171.178,100.127.171.178,EC2404005551,EdgeCOS,ECS4100-12T
DL-DEL-R69,DL-DEL-R69-C3-ST-CCE-E12T-S01,CCE,100.73.22.93,100.73.22.93,EC2424004737,EdgeCOS,ECS4100-12T
JH-JSP-U72,JH-JSP-U72-C3-ST-CCE-E12T-S01,CCE,100.70.40.211,100.70.40.211,EC2341000776,EdgeCOS,ECS4100-12T
WB-CAL-W21,WB-CAL-W21-C3-ST-CCE-E12T-S01,CCE,100.72.17.190,100.72.17.190,EC2431003738,EdgeCOS,ECS4100-12T
GJ-VLS-Q52,GJ-VLS-Q52-C3-ST-CCE-E12T-S01,CCE,100.127.241.235,100.127.241.235,EC2345003583,EdgeCOS,ECS4100-12T
TN-MAA-D84,TN-MAA-D84-C3-ST-CCE-E12T-S01,CCE,100.66.63.198,100.66.63.198,EC2535000238,EdgeCOS,ECS4100-12T
UP-SRP-N76,UP-SRP-N76-C3-ST-CCE-E12T-S01,CCE,100.72.171.203,100.72.171.203,EC2533002216,EdgeCOS,ECS4100-12T
HR-SIR-M04,HR-SIR-M04-C3-ST-CCE-E12T-S01,CCE,100.72.96.117,100.72.96.117,EC2533001981,EdgeCOS,ECS4100-12T
UP-NDA-S89,UP-NDA-S89-C3-ST-CCE-E12T-S01,CCE,100.73.12.137,100.73.12.137,EC2542001742,EdgeCOS,ECS4100-12T
JH-JSP-D96,JH-JSP-D96-C3-ST-CCE-E12T-S01,CCE,100.72.122.125,100.72.122.125,EC2541001189,EdgeCOS,ECS4100-12T
KL-TCR-Q60,KL-TCR-Q60-C3-ST-CCE-E12T-S01,CCE,100.70.143.246,100.70.143.246,EC2542001792,EdgeCOS,ECS4100-12T
OR-BBS-S94,OR-BBS-S94-C3-ST-CCE-E12T-S01,CCE,100.71.210.56,100.71.210.56,EC2542001776,EdgeCOS,ECS4100-12T
OR-ROU-X78,OR-ROU-X78-C3-ST-CCE-E12T-S01,CCE,100.73.116.185,100.73.116.185,EC2541001123,EdgeCOS,ECS4100-12T
MH-NAS-B56,MH-NAS-B56-C3-ST-CCE-E12T-S01,CCE,100.127.236.84,100.127.236.84,null,EdgeCOS,ECS4100-12T
TN-TPJ-U66,TN-TPJ-U66-C3-ST-CCE-E12T-S01,CCE,100.71.164.172,100.71.164.172,null,EdgeCOS,ECS4100-12T
DL-DEL-C29,DL-DEL-C29-C3-ST-CCE-E12T-S01,CCE,100.73.20.228,100.73.20.228,null,EdgeCOS,ECS4100-12T
DL-DEL-O96,DL-DEL-O96-C3-ST-CCE-E12T-S01,CCE,100.73.20.226,100.73.20.226,null,EdgeCOS,ECS4100-12T
UP-NDA-N66,UP-NDA-N66-C3-ST-CCE-E12T-S01,CCE,100.73.32.37,100.73.32.37,null,EdgeCOS,ECS4100-12T
DL-DEL-O77,DL-DEL-O77-C3-ST-CCE-E12T-S01,CCE,100.73.32.69,100.73.32.69,null,EdgeCOS,ECS4100-12T
OR-GQJ-I68,OR-GQJ-I68-C3-ST-CCE-E12T-S01,CCE,100.73.115.123,100.73.115.123,null,EdgeCOS,ECS4100-12T
GJ-AMD-NFR,GJ-AMD-NFR-B4-IW-ABS-E28F-S01,ABS,100.72.43.163,100.72.43.163,null,EdgeCOS,ECS4120-28Fv2-I
PB-BTD-L08,PB-BTD-L08-C3-ST-CCE-E12T-S01,CCE,100.71.192.226,100.71.192.226,null,EdgeCOS,ECS4100-12T
TN-MAA-W37,TN-MAA-W37-C3-ST-CCE-UL8T-S01,CCE,100.66.61.183,100.66.61.183,2S2210010901,VRP,S5735-L8T4S-A1
TN-MDU-MDU,TN-MDU-MDU-T2-ST-SBE-C1KX-R01,SBE,100.70.0.20,null,FXS1931Q36Y,IOS,ciscoASR1001X
GJ-VDR-N41,GJ-VDR-N41-C3-ST-CCE-UL8T-S01,CCE,100.67.66.86,100.67.66.86,2S21A0011500,VRP,S5735-L8T4S-A1
KA-BLR-U90,KA-BLR-U90-C3-ST-CCE-I348-R01,CCE,100.70.1.69,null,M994A723,CIENA,NA
UP-NDA-NDO,UP-NDA-NDO-T1-ST-IOB-H570-S01,IOB,100.127.253.243,100.127.253.243,21980105098YK6000143,VRP,s5700-28P-LI-BAT
MH-MUM-KKH,MH-MUM-KKH-B1-RL-CCE-U28X-S01,CCE,100.64.229.238,100.64.229.238,2102357675DMH1000163,VRP,s5701-28X-LI-AC
TS-HYD-JBI,TS-HYD-JBI-B4-VM-ABS-UC57-S01,ABS,100.70.144.30,100.70.144.30,21023538368YHA000237,VRP,s5700S-28P-LI-AC
KA-BLR-H97,KA-BLR-H97-C3-ST-CCE-E12T-S01,CCE,100.71.134.58,100.71.134.58,EC2524000422,EdgeCOS,ECS4100-12T
MH-MUM-RAL,MH-MUM-RAL-T1-ST-SOB-C92L-S01,SOB,100.66.13.20,null,FVH284213LZ,XE,ciscoCat9200LFixedSwitchStack
KA-MYS-C73,KA-MYS-C73-C3-ST-CCE-E12T-S01,CCE,100.71.220.187,100.71.220.187,EC2516001370,EdgeCOS,ECS4100-12T
KA-BLR-YAT,KA-BLR-YAT-B1-ST-MME-C54Q-R02,MME,100.72.0.141,null,NA,XR,ciscoN54024Z8Q2CM
UP-KAN-MEM,UP-KAN-MEM-T2-ST-SBS-UF57-S01,SBS,100.65.238.43,100.65.238.43,21980105118YJA000102,VRP,s5700-28P-LI-24S-BAT
MH-AUR-O04,MH-AUR-O04-C3-ST-CCE-E12T-S01,CCE,100.67.44.22,100.67.44.22,EC2341000733,EdgeCOS,ECS4100-12T
MH-NGP-DPN,MH-NGP-DPN-B4-ID-ABS-US57-S01,ABS,100.67.66.58,100.67.66.58,210235383610EB003844,VRP,s5700S-28P-LI-AC
TN-MAA-D55,TN-MAA-D55-C3-ST-CCE-E12T-S01,CCE,100.66.63.193,100.66.63.193,EC2524000455,EdgeCOS,ECS4100-12T
MH-NAS-NON,MH-NAS-NON-T2-ST-MTP-I348-R01,MTP,100.70.1.245,null,M99BC891,CIENA,NA
TN-MAA-SES,TN-MAA-SES-T1-ST-SHU-C45X-S01,SHU,100.66.64.2,100.66.64.2,JAE2004033F,XE,cat4500X16
TS-HYD-K07,TS-HYD-K07-C3-ST-CCE-E12T-S01,CCE,100.70.61.87,100.70.61.87,EC2524000299,EdgeCOS,ECS4100-12T
KA-BLR-V87,KA-BLR-V87-C3-ST-CCE-E12T-S01,CCE,100.72.13.203,100.72.13.203,EC2524000127,EdgeCOS,ECS4100-12T
TS-HYD-EJ7,TS-HYD-EJ7-C3-ST-CCE-V114-R01,CCE,100.71.136.184,100.70.144.204,LBADVA71224907342,ADVA,FSP 150-GE114Pro (HE)
MH-PUN-JX9,MH-PUN-JX9-C3-ST-CCE-UL8T-S01,CCE,100.70.182.109,100.70.182.109,4E2160029442,VRP,S5735-L8T4S-A1
MH-PUN-AA2,MH-PUN-AA2-C3-ST-CCE-US57-S01,CCE,100.70.182.14,100.70.182.14,21980105673GHC000881,VRP,s5720-12TP-LI-AC
MH-MUM-I81,MH-MUM-I81-C3-ST-CCE-UL8T-S01,CCE,100.70.182.178,100.70.182.178,2S2210010947,VRP,S5735-L8T4S-A1
TS-HYD-VPX,TS-HYD-VPX-B1-IW-MLU-UF57-S01,MLU,100.71.207.203,100.71.207.203,21980105118YK4000547,VRP,s5700-28P-LI-24S-BAT
MH-PUN-JD2,MH-PUN-JD2-C3-ST-CCE-U572-S01,CCE,100.70.182.228,100.70.182.228,21980105673GK9002967,VRP,s5720-12TP-LI-AC
AP-VWD-U69,AP-VWD-U69-C3-ST-CCE-E12T-S01,CCE,100.71.220.30,100.71.220.30,EC2422001359,EdgeCOS,ECS4100-12T
TN-SLM-TMH,TN-SLM-TMH-B3-IW-ABS-E28F-S01,ABS,100.70.11.140,100.70.11.140,null,EdgeCOS,ECS4120-28Fv2-I
TN-PTI-X05,TN-PTI-X05-C3-ST-CCE-E12T-S01,CCE,100.70.215.228,100.70.215.228,EC2516000361,EdgeCOS,ECS4100-12T
KA-BLR-NEH,KA-BLR-NEH-B1-ST-CCE-V120-R01,CCE,100.72.67.234,null,LBADVA71222502518,ADVA,FSP150CC-XG120PRO
TN-SLM-SLM,TN-SLM-SLM-T3-ST-SBE-C1KX-R02,SBE,100.71.173.255,null,FXS2117Q2CR,IOS,ciscoASR1001X
TN-KKM-Y03,TN-KKM-Y03-C3-ST-CCE-E12T-S01,CCE,100.71.209.28,100.71.209.28,EC2516000137,EdgeCOS,ECS4100-12T
KA-BLR-V26,KA-BLR-V26-C3-ST-CCE-E12T-S01,CCE,100.72.7.29,100.72.7.29,EC2516001543,EdgeCOS,ECS4100-12T
MH-MUM-O7E,MH-MUM-O7E-B1-ST-CCE-I348-R02,CCE,100.71.145.149,null,null,CIENA,NA
MH-MUM-L76,MH-MUM-L76-C3-ST-CCE-I348-R02,CCE,100.71.145.150,null,null,CIENA,NA
UP-FRZ-SKD,UP-FRZ-SKD-B4-VM-TBS-C29S-S01,TBS,100.71.158.50,100.71.158.50,FCQ1745X4WL,IOS,catalyst296024
HR-JHR-Q38,HR-JHR-Q38-C3-ST-CCE-E12T-S01,CCE,100.71.18.237,100.71.18.237,EC2516001513,EdgeCOS,ECS4100-12T
MH-MUM-I89,MH-MUM-I89-C3-ST-CCE-E28T-S01,CCE,100.71.15.244,100.71.15.244,null,EdgeCOS,ECS4120-28Fv2
MP-IND-IND,MP-IND-IND-T2-ST-SEA-US57-S02,SEA,100.71.119.51,100.71.119.51,210235383610EB003514,VRP,s5700S-28P-LI-AC
KA-TUM-Z41,KA-TUM-Z41-C3-ST-CCE-E12T-S01,CCE,100.72.97.195,100.72.97.195,EC2516001452,EdgeCOS,ECS4100-12T
MH-NGP-Q82,MH-NGP-Q82-C3-ST-CCE-E12T-S01,CCE,100.71.165.108,100.71.165.108,EC2422001285,EdgeCOS,ECS4100-12T
MH-MUM-J45,MH-MUM-J45-C3-ST-CCE-E12T-S01,CCE,100.71.178.205,100.71.178.205,EC2516000366,EdgeCOS,ECS4100-12T
MH-PUN-Z65,MH-PUN-Z65-C3-ST-CCE-U572-S01,CCE,100.71.197.241,100.71.197.241,2S21A0011564,VRP,S5735-L8T4S-A1
MP-IND-P46,MP-IND-P46-C3-ST-CCE-E12T-S01,CCE,100.71.199.145,100.71.199.145,EC2524000172,EdgeCOS,ECS4100-12T
MP-IND-S54,MP-IND-S54-C3-ST-CCE-E12T-S01,CCE,100.71.209.124,100.71.209.124,EC2524000027,EdgeCOS,ECS4100-12T
MP-GWA-I70,MP-GWA-I70-C3-ST-CCE-E12T-S01,CCE,100.72.122.66,100.72.122.66,EC2511002741,EdgeCOS,ECS4100-12T
MH-MUM-J23,MH-MUM-J23-C3-ST-CCE-E12T-S01,CCE,100.71.51.136,100.71.51.136,EC2345003623,EdgeCOS,ECS4100-12T
MH-MUM-N87,MH-MUM-N87-C3-ST-CCE-E12T-S01,CCE,100.71.51.146,100.71.51.146,EC2516001485,EdgeCOS,ECS4100-12T
HR-KNL-O92,HR-KNL-O92-C3-ST-CCE-E12T-S01,CCE,100.72.17.243,100.72.17.243,EC2345003618,EdgeCOS,ECS4100-12T
UP-LUC-UPO,UP-LUC-UPO-B4-UB-ABS-US57-S01,ABS,100.72.205.75,100.72.205.75,21023538368YHB008589,VRP,s5700S-28P-LI-AC
DL-DEL-OKH,DL-DEL-OKH-T1-ST-SCT-C35G-S01,SCT,100.72.246.110,null,FOC1717Y5JT,IOS,cat3560cG8TC
MH-MUM-DIB,MH-MUM-DIB-B1-ST-MBS-US57-S01,MBS,100.71.76.236,100.71.76.236,21023538368YJ3001182,VRP,s5700S-28P-LI-AC
UP-NDA-SU8,UP-NDA-SU8-C3-ST-CCE-UL8X-S01,CCE,100.73.12.212,100.73.12.212,4E21B0353134,VRP,NA
DL-DEL-SA2,DL-DEL-SA2-C3-ST-CCE-E12T-S01,CCE,100.73.16.57,100.73.16.57,EC2404005277,EdgeCOS,ECS4100-12T
DL-DEL-S97,DL-DEL-S97-C3-ST-CCE-US57-S01,CCE,100.73.16.63,100.73.16.63,21980105673GJ1001120,VRP,s5720-12TP-LI-AC
HR-FBD-C69,HR-FBD-C69-C3-ST-CCE-E12T-S01,CCE,100.73.17.16,100.73.17.16,EC2524000210,EdgeCOS,ECS4100-12T
HR-GGN-J03,HR-GGN-J03-C3-ST-CCE-E12T-S01,CCE,100.73.18.167,100.73.18.167,EC2516001514,EdgeCOS,ECS4100-12T
MH-PUN-F29,MH-PUN-F29-C3-ST-CCE-E12T-S01,CCE,100.72.18.249,100.72.18.249,EC2516001478,EdgeCOS,ECS4100-12T
MH-MUM-LVS,MH-MUM-LVS-B1-TA-MLU-US57-S01,MLU,100.72.52.52,100.72.52.52,21023538368YHB010394,VRP,s5700S-28P-LI-AC
MH-MUM-ENT,MH-MUM-ENT-T1-ST-SMA-C45X-S02,SMA,119.227.106.129,null,JAE17030987,XE,cat4500X32
MH-PUN-KGM,MH-PUN-KGM-B3-IW-ABS-UF57-S01,ABS,100.72.98.154,100.72.98.154,21980105118YH6000026,VRP,s5700-28P-LI-24S-BAT
DL-DEL-HS6,DL-DEL-HS6-C3-ST-CCE-U572-S01,CCE,100.73.20.49,100.73.20.49,21980105673GL9002723,VRP,s5720-12TP-LI-AC
DL-DEL-TE9,DL-DEL-TE9-C3-ST-CCE-UL8X-S01,CCE,100.73.21.115,100.73.21.115,4E22C0079238,VRP,NA
DL-DEL-V08,DL-DEL-V08-C3-ST-CCE-US57-S01,CCE,100.73.21.60,100.73.21.60,21980105673GJ1000287,VRP,s5720-12TP-LI-AC
DL-DEL-P30,DL-DEL-P30-C3-ST-CCE-E12T-S01,CCE,100.73.21.93,100.73.21.93,EC2345003728,EdgeCOS,ECS4100-12T
UP-GZB-KU9,UP-GZB-KU9-C3-ST-CCE-UL8T-S01,CCE,100.73.22.90,100.73.22.90,4E2160054235,VRP,S5735-L8T4S-A1
HR-FBD-BVY,HR-FBD-BVY-B4-ED-ABS-E28F-S01,ABS,100.73.27.219,100.73.27.219,null,EdgeCOS,ECS4120-28Fv2-I
UP-NDA-NDA,UP-NDA-NDA-T1-ST-MOB-UF57-S02,MOB,100.73.27.5,100.73.27.5,21980105118YJ5000082,VRP,s5700-28P-LI-24S-BAT
DL-DEL-BOL,DL-DEL-BOL-B4-AL-ABS-UC57-S01,ABS,100.73.27.50,100.73.27.50,21980105098YKC000088,VRP,s5700-28P-LI-BAT
UP-GZB-J58,UP-GZB-J58-C3-ST-CCE-E12T-S01,CCE,100.73.29.42,100.73.29.42,EC2341000791,EdgeCOS,ECS4100-12T
AS-KVU-F41,AS-KVU-F41-C3-ST-CCE-E12T-S01,CCE,100.72.70.117,100.72.70.117,EC2524000133,EdgeCOS,ECS4100-12T
UP-GZB-E31,UP-GZB-E31-C3-ST-CCE-E12T-S01,CCE,100.73.29.61,100.73.29.61,EC2424004783,EdgeCOS,ECS4100-12T
UP-GZB-UII,UP-GZB-UII-B1-ST-MLU-UF57-S01,MLU,100.73.3.149,100.73.3.149,21980105118YJ1000048,VRP,s5700-28P-LI-24S-BAT
DL-DEL-SCF,DL-DEL-SCF-B1-ST-MLU-UF57-S01,MLU,100.73.3.164,100.73.3.164,21980105118YJ2000057,VRP,s5700-28P-LI-24S-BAT
DL-DEL-STE,DL-DEL-STE-B1-ST-MLU-UF57-S01,MLU,100.73.3.204,100.73.3.204,21980105118YJ5000067,VRP,s5700-28P-LI-24S-BAT
DL-DEL-KBI,DL-DEL-KBI-B1-ST-MLU-UF57-S01,MLU,100.73.3.220,100.73.3.220,21980105118YJ1000053,VRP,s5700-28P-LI-24S-BAT
DL-DEL-ZMF,DL-DEL-ZMF-B1-ST-MLU-UF57-S01,MLU,100.73.3.227,100.73.3.227,21980105118YH2000002,VRP,s5700-28P-LI-24S-BAT
DL-DEL-SFJ,DL-DEL-SFJ-B1-ST-MLU-UF57-S01,MLU,100.73.3.243,100.73.3.243,21980105118YJ5000064,VRP,s5700-28P-LI-24S-BAT
JH-RNC-CRC,JH-RNC-CRC-T2-ST-ABS-E28F-S01,ABS,100.67.53.243,100.67.53.243,null,EdgeCOS,ECS4120-28Fv2
DL-DEL-YTN,DL-DEL-YTN-B1-ST-MLU-UC57-S01,MLU,100.73.3.251,100.73.3.251,21980105118YJ5000060,VRP,s5700-28P-LI-24S-BAT
DL-DEL-MKB,DL-DEL-MKB-B1-ST-MLU-UF57-S01,MLU,100.73.3.37,100.73.3.37,21980105118YHA000013,VRP,s5700-28P-LI-24S-BAT
DL-DEL-ACQ,DL-DEL-ACQ-B4-AL-MBS-E12T-S03,MBS,100.73.6.188,100.73.6.188,EC2446000622,EdgeCOS,ECS4100-12T
UP-NDA-TS5,UP-NDA-TS5-C3-ST-CCE-E12T-S01,CCE,100.73.8.15,100.73.8.15,EC2316000164,EdgeCOS,ECS4100-12T
JH-JSP-UI8,JH-JSP-UI8-C3-ST-CCE-E12T-S01,CCE,100.71.92.254,100.71.92.254,EC2316000184,EdgeCOS,ECS4100-12T
UP-NDA-KQ7,UP-NDA-KQ7-C3-ST-CCE-UL8T-S01,CCE,100.73.9.201,100.73.9.201,4E2160054265,VRP,S5735-L8T4S-A1
WB-CAL-D67,WB-CAL-D67-C3-ST-CCE-E12T-S01,CCE,100.127.236.3,100.127.236.3,EC2337001320,EdgeCOS,ECS4100-12T
BR-PAT-O05,BR-PAT-O05-C3-ST-CCE-E12T-S01,CCE,100.71.124.50,100.71.124.50,EC2516000207,EdgeCOS,ECS4100-12T
BR-MHR-MOT,BR-MHR-MOT-T3-VM-TLU-E28F-S01,TLU,100.72.49.163,100.72.49.163,null,EdgeCOS,ECS4120-28Fv2
BR-KGJ-I88,BR-KGJ-I88-C3-ST-CCE-E12T-S01,CCE,100.72.67.11,100.72.67.11,EC2404005533,EdgeCOS,ECS4100-12T
WB-CAL-G57,WB-CAL-G57-C3-ST-CCE-U572-S01,CCE,100.70.188.186,100.70.188.186,2S2230003736,VRP,S5735-L8T4S-A1
WB-CAL-G14,WB-CAL-G14-C3-ST-CCE-U572-S01,CCE,100.70.188.187,100.70.188.187,21980105673GJ4003100,VRP,s5720-12TP-LI-AC
WB-CAL-HE5,WB-CAL-HE5-C3-ST-CCE-U572-S01,CCE,100.70.188.233,100.70.188.233,21980105673GL4000978,VRP,s5720-12TP-LI-AC
WB-KNI-E02,WB-KNI-E02-C3-ST-CCE-E12T-S01,CCE,100.71.206.150,100.71.206.150,EC2405001014,EdgeCOS,ECS4100-12T
WB-BPC-BER,WB-BPC-BER-B3-ST-TBS-US57-S01,TBS,100.72.96.218,100.72.96.218,21980105098YK5000352,VRP,s5700-28P-LI-BAT
WB-SIL-SIL,WB-SIL-SIL-T2-ST-SMA-E28F-S01,SMA,100.72.97.210,100.72.97.210,null,EdgeCOS,ECS4120-28Fv2
GA-PNJ-H06,GA-PNJ-H06-C3-ST-CCE-UL8X-S01,CCE,100.72.134.34,100.72.134.34,21980105673GJ4002608,VRP,s5720-12TP-LI-AC
GJ-VDR-VDR,GJ-VDR-VDR-T2-ST-SBE-C9K1-R01,SBE,1.7.1.136,null,FOC2149N03V,XR,ciscoASR9001
KL-TVM-E32,KL-TVM-E32-C3-ST-CCE-E12T-S01,CCE,100.72.67.148,100.72.67.148,EC2516000166,EdgeCOS,ECS4100-12T
KA-HUB-F54,KA-HUB-F54-C3-ST-CCE-U572-S01,CCE,100.70.109.194,100.70.109.194,21980105673GH8001487,VRP,s5720-12TP-LI-AC
MH-MUM-AM4,MH-MUM-AM4-C3-ST-SSP-C45X-S01,SSP,100.66.38.173,null,JAE220603ME,XE,cat4500X16
TN-MAA-VIC,TN-MAA-VIC-B1-IW-MLU-US57-S01,MLU,100.66.63.25,100.66.63.25,21980105118YJ3000151,VRP,s5700-28P-LI-24S-BAT
TS-HYD-I66,TS-HYD-I66-C3-ST-CCE-E12T-S01,CCE,100.71.100.12,100.71.100.12,EC2405000930,EdgeCOS,ECS4100-12T
TS-HYD-M92,TS-HYD-M92-C3-ST-CCE-E12T-S01,CCE,100.71.100.13,100.71.100.13,EC2405000997,EdgeCOS,ECS4100-12T
GJ-GDN-D97,GJ-GDN-D97-C3-ST-CCE-E12T-S01,CCE,100.71.45.19,100.71.45.19,EC2524000258,EdgeCOS,ECS4100-12T
OR-BBS-S12,OR-BBS-S12-C3-ST-CCE-E12T-S01,CCE,100.71.241.109,100.71.241.109,EC2524000540,EdgeCOS,ECS4100-12T
GJ-AMD-P14,GJ-AMD-P14-C3-ST-CCE-E12T-S01,CCE,100.71.53.179,100.71.53.179,EC2516000129,EdgeCOS,ECS4100-12T
ML-TUR-TUX,ML-TUR-TUX-B4-IW-ABS-UL8T-S01,ABS,100.70.176.210,100.70.176.210,2S2190050437,VRP,S5735-L24T4X-D1
CG-RPR-RWH,CG-RPR-RWH-B2-AL-MBS-US57-S01,MBS,100.71.46.237,100.71.46.237,21980105098YKC000087,VRP,s5700-28P-LI-BAT
GJ-ANK-ALK,GJ-ANK-ALK-T3-VM-TLU-UF57-S01,TLU,100.72.99.51,100.72.99.51,21980105118YK5000024,VRP,s5700-28P-LI-24S-BAT
KA-BLR-D64,KA-BLR-D64-C3-ST-CCE-E12T-S01,CCE,100.72.9.190,100.72.9.190,EC2418002006,EdgeCOS,ECS4100-12T
UP-VAR-P83,UP-VAR-P83-C3-ST-CCE-E12T-S01,CCE,100.72.52.226,100.72.52.226,EC2404000097,EdgeCOS,ECS4100-12T
PB-BTD-NDI,PB-BTD-NDI-B4-VM-SBS-US57-S01,SBS,100.71.136.205,100.71.136.205,21023538368YJ1002515,VRP,s5700S-28P-LI-AC
AP-VIZ-V59,AP-VIZ-V59-C3-ST-CCE-E12T-S01,CCE,100.127.186.19,100.127.186.19,EC2507002187,EdgeCOS,ECS4100-12T
MH-PUN-D26,MH-PUN-D26-C3-ST-CCE-E12T-S01,CCE,100.70.182.143,100.70.182.143,EC2511002886,EdgeCOS,ECS4100-12T
AP-VWD-KPE,AP-VWD-KPE-B3-VM-SBS-US57-S01,SBS,100.72.117.26,100.72.117.26,21980105098YK6000391,VRP,s5700-28P-LI-BAT
JH-RNC-Q19,JH-RNC-Q19-C3-ST-CCE-E12T-S01,CCE,100.72.134.188,100.72.134.188,EC2404005368,EdgeCOS,ECS4100-12T
AP-VWD-Q93,AP-VWD-Q93-C3-ST-CCE-E12T-S01,CCE,100.72.117.27,100.72.117.27,EC2404000389,EdgeCOS,ECS4100-12T
AP-VWD-A33,AP-VWD-A33-C3-ST-CCE-E12T-S01,CCE,100.72.117.28,100.72.117.28,EC2422001367,EdgeCOS,ECS4100-12T
AP-VWD-P74,AP-VWD-P74-C3-ST-CCE-E12T-S01,CCE,100.72.117.29,100.72.117.29,EC2345003598,EdgeCOS,ECS4100-12T
AP-VWD-O21,AP-VWD-O21-C3-ST-CCE-E12T-S01,CCE,100.72.117.50,100.72.117.50,EC2345003672,EdgeCOS,ECS4100-12T
HR-YAM-YMN,HR-YAM-YMN-B2-VM-TTR-C5XD-R01,TTR,100.70.204.118,null,FIC284301V4,XR,ciscoNCS540L6Z18GSysD
HR-YAM-JRI,HR-YAM-JRI-T3-AL-TTR-C5XD-R01,TTR,100.70.204.119,null,FIC284301TY,XR,ciscoNCS540L6Z18GSysD
HR-YAM-YMG,HR-YAM-YMG-T3-TV-TTR-C5XD-R01,TTR,100.70.204.117,null,FIC284301W1,XR,ciscoNCS540L6Z18GSysD
TN-MAA-J78,TN-MAA-J78-C3-ST-CCE-E12T-S01,CCE,100.70.230.119,100.70.230.119,EC2404005399,EdgeCOS,ECS4100-12T
UP-BSR-BFW,UP-BSR-BFW-B4-IW-ABS-E28F-S01,ABS,100.70.70.4,100.70.70.4,null,EdgeCOS,ECS4120-28Fv2
WB-CAL-Z14,WB-CAL-Z14-C3-ST-CCE-E12T-S01,CCE,100.70.165.17,100.70.165.17,EC2404005600,EdgeCOS,ECS4100-12T
RJ-KTA-Y19,RJ-KTA-Y19-C3-ST-CCE-E12T-S01,CCE,100.71.136.133,100.71.136.133,EC2511002788,EdgeCOS,ECS4100-12T
HR-YAM-YMG,HR-YAM-YMG-B3-TV-TBS-US57-S01,TBS,100.71.158.2,100.71.158.2,21023538368YG8004303,VRP,s5700S-28P-LI-AC
HR-YAM-DMY,HR-YAM-DMY-B4-AL-ABS-UC57-S01,ABS,100.71.158.3,100.71.158.3,21980105098YKC000041,VRP,s5700-28P-LI-BAT
MP-IND-H56,MP-IND-H56-C3-ST-CCE-E12T-S01,CCE,100.71.199.28,100.71.199.28,EC2446000775,EdgeCOS,ECS4100-12T
WB-CAL-E30,WB-CAL-E30-C3-ST-CCE-E12T-S01,CCE,100.72.17.180,100.72.17.180,EC2404005363,EdgeCOS,ECS4100-12T
BR-GPJ-GPG,BR-GPJ-GPG-T3-VM-TTR-C5XD-R01,TTR,100.70.205.102,null,FOC2539NUC3,XR,ciscoNCS540L6Z18GSysD
TN-CBE-MC9,TN-CBE-MC9-C3-ST-CCE-UL8T-S02,CCE,100.71.62.51,100.71.62.51,21980112842SM6501432,VRP,S5735-L8T4S-A1
TN-SIV-E79,TN-SIV-E79-C3-ST-CCE-E12T-S01,CCE,100.72.126.68,100.72.126.68,EC2511002653,EdgeCOS,ECS4100-12T
MH-PUN-Z08,MH-PUN-Z08-C3-ST-CCE-E12T-S01,CCE,100.71.197.243,100.71.197.243,EC2511002866,EdgeCOS,ECS4100-12T
UP-MUZ-MZU,UP-MUZ-MZU-B3-IW-TBS-E28F-S01,TBS,100.72.126.186,100.72.126.186,null,EdgeCOS,ECS4120-28Fv2
UP-NDA-NDO,UP-NDA-NDO-T1-ST-SSP-C950-S11,SSP,100.72.23.134,null,FDO25111169,XE,ciscoCat950024Y4C
MH-MUM-E94,MH-MUM-E94-C3-ST-CCE-E12T-S01,CCE,100.71.8.8,100.71.8.8,EC2511002781,EdgeCOS,ECS4100-12T
MH-KOL-KPZ,MH-KOL-KPZ-T3-IW-SBS-US57-S01,SBS,100.72.46.58,100.72.46.58,21980105098YK5000406,VRP,s5700-28P-LI-BAT
